#OTU ID,BassGCP-20180527-01-nc.blast.blast,BassGCP-20180527-02-nc.blast.blast,BassGCP-20180717-01-nc.blast.blast,BassGCP-20180717-02-nc.blast.blast,CA-EDWD-20180527-01-nc.blast.blast,CA-MANZA-20180527-01-nc.blast.blast,CA-MANZA-20180527-02-nc.blast.blast,CA-MANZA-20180715-01-PCR01-nc.blast.blast,CA-MANZA-20180715-01-PCR02-nc.blast.blast,CA-MANZA-20180715-01-PCR03-nc.blast.blast,CA-MANZA-20180715-01-nc.blast.blast,CA-MANZA-20180715-02-PCR01-nc.blast.blast,CA-MANZA-20180715-02-PCR02-nc.blast.blast,CA-MANZA-20180715-02-PCR03-nc.blast.blast,CA-MANZA-20180715-02-nc.blast.blast,CA-Pig-20180717-01-nc.blast.blast,CA-Pig-20180717-02-nc.blast.blast,Ca-Pig-20180527-01-nc.blast.blast,Ca-Pig-20180527-02-nc.blast.blast,CabinBOR-20180530-01-nc.blast.blast,CabinBOR-20180530-02-nc.blast.blast,CabinBOR-20180714-01-nc.blast.blast,CabinBOR-20180714-02-nc.blast.blast,EN-MES-072018-nc.blast.blast,EN-MES-072518-nc.blast.blast,EN-MJS-090718-nc.blast.blast,EagleGCP-20180527-01-nc.blast.blast,EagleGCP-20180527-02-nc.blast.blast,EagleGCP-20180717-01-PCR01-nc.blast.blast,EagleGCP-20180717-01-PCR02-nc.blast.blast,EagleGCP-20180717-01-PCR03-nc.blast.blast,EagleGCP-20180717-01-nc.blast.blast,EagleGCP-20180717-02-PCR01-nc.blast.blast,EagleGCP-20180717-02-PCR02-nc.blast.blast,EagleGCP-20180717-02-PCR03-nc.blast.blast,EagleGCP-20180717-02-nc.blast.blast,GlorGCP-20180527-01-nc.blast.blast,GlorGCP-20180527-02-nc.blast.blast,GlorGCP-20180715-01-nc.blast.blast,GlorGCP-20180715-02-nc.blast.blast,GrampsBOR-20180601-01-nc.blast.blast,GrampsBOR-20180601-02-nc.blast.blast,GrampsBOR-20180714-01-PCR01-nc.blast.blast,GrampsBOR-20180714-01-PCR02-nc.blast.blast,GrampsBOR-20180714-01-PCR03-nc.blast.blast,GrampsBOR-20180714-01-nc.blast.blast,GrampsBOR-20180714-02-PCR01-nc.blast.blast,GrampsBOR-20180714-02-PCR02-nc.blast.blast,GrampsBOR-20180714-02-PCR03-nc.blast.blast,GrampsBOR-20180714-02-nc.blast.blast,HeronGCP-20180527-01-nc.blast.blast,HeronGCP-20180527-02-nc.blast.blast,HeronGCP-20180717-01-nc.blast.blast,HeronGCP-20180717-02-nc.blast.blast,KAMM-20180527-01-nc.blast.blast,KAMM-20180527-02-nc.blast.blast,KAMM-20180714-01-nc.blast.blast,KAMM-20180714-02-nc.blast.blast,NegCtrl-20180525-03-nc.blast.blast,NegCtrl-20180527-01-nc.blast.blast,NegCtrl-20180527-02-nc.blast.blast,NegCtrl-20180601-01-nc.blast.blast,NegCtrl-20180714-01-nc.blast.blast,NegCtrl-20180715-01-nc.blast.blast,NegCtrl-20180717-01-nc.blast.blast,NorthGCP-20180527-01-nc.blast.blast,NorthGCP-20180527-02-nc.blast.blast,NorthGCP-20180715-01-nc.blast.blast,NorthGCP-20180715-02-nc.blast.blast,NtalkGCP-20180527-01-nc.blast.blast,NtalkGCP-20180527-02-nc.blast.blast,NtalkGCP-20180715-01-nc.blast.blast,PPKBOR-20180601-01-nc.blast.blast,PPKBOR-20180601-02-nc.blast.blast,PPKBOR-20180714-01-nc.blast.blast,PPKBOR-20180714-02-nc.blast.blast,PPKBOR-20180714-03-nc.blast.blast,Plate01-PCR-Negative-PCR01-nc.blast.blast,Plate01-PCR-Negative-PCR02-nc.blast.blast,Plate01-PCR-Negative-PCR03-nc.blast.blast,Plate01-PCR-Positive-PCR01-nc.blast.blast,Plate01-PCR-Positive-PCR02-nc.blast.blast,Plate01-PCR-Positive-PCR03-nc.blast.blast,Plate04-PCR-Negative-nc.blast.blast,Plate04-PCR-Positive-nc.blast.blast,Plate05-PCR-Positive-nc.blast.blast,Plate06-PCR-Negative-nc.blast.blast,Plate06-PCR-Positive-nc.blast.blast,Plate07-PCR-Negative-nc.blast.blast,Plate07-PCR-Positive-nc.blast.blast,Plate08-PCR-Positive-nc.blast.blast,RLSNKGCP-20180527-01-nc.blast.blast,RLSNKGCP-20180527-02-nc.blast.blast,RLSNKGCP-20180715-01-nc.blast.blast,RLSNKGCP-20180715-02-nc.blast.blast,RonJRGCP-20180527-01-nc.blast.blast,RonJRGCP-20180527-02-nc.blast.blast,RonJRGCP-20180716-01-PCR01-nc.blast.blast,RonJRGCP-20180716-01-PCR02-nc.blast.blast,RonJRGCP-20180716-01-PCR03-nc.blast.blast,RonJRGCP-20180716-01-nc.blast.blast,RonJRGCP-20180716-02-PCR01-nc.blast.blast,RonJRGCP-20180716-02-PCR02-nc.blast.blast,RonJRGCP-20180716-02-PCR03-nc.blast.blast,RonJRGCP-20180716-02-nc.blast.blast,ShptlGCP-20180527-01-nc.blast.blast,ShptlGCP-20180527-02-nc.blast.blast,ShptlGCP-20180527-03-nc.blast.blast,ShptlGCP-20180715-01-PCR01-nc.blast.blast,ShptlGCP-20180715-01-PCR02-nc.blast.blast,ShptlGCP-20180715-01-PCR03-nc.blast.blast,ShptlGCP-20180715-01-nc.blast.blast,ShptlGCP-20180715-02-PCR01-nc.blast.blast,ShptlGCP-20180715-02-PCR02-nc.blast.blast,ShptlGCP-20180715-02-PCR03-nc.blast.blast,ShptlGCP-20180715-02-nc.blast.blast,UCTBOR-20180601-01-nc.blast.blast,UCTBOR-20180601-02-nc.blast.blast,UCTBOR-20180714-01-nc.blast.blast,UCTBOR-20180714-02-nc.blast.blast,WDMLGCP-20180527-01-nc.blast.blast,WDMLGCP-20180527-02-nc.blast.blast,WDMLGCP-20180714-01-nc.blast.blast,WDMLGCP-20180714-02-nc.blast.blast,WashGCP-20180525-01-nc.blast.blast,WashGCP-20180525-02-nc.blast.blast,WashGCP-20180714-01-nc.blast.blast,WashGCP-20180714-02-nc.blast.blast,YBBA-20180527-01-nc.blast.blast,YBBA-20180527-02-nc.blast.blast,YBBA-20180715-01-nc.blast.blast,YBBA-20180715-02-nc.blast.blast,taxomomy
g__Microcystis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Bacteria_<prokaryotes>', 'k__unknown', 'p__Cyanobacteria', 'c__unknown', 'o__Chroococcales', 'f__Microcystaceae', 'g__Microcystis']"
g__Phoxinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Phoxinus']"
f__Cyprinidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae']"
f__Nemacheilidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Nemacheilidae']"
f__Hylidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Anura', 'f__Hylidae']"
f__Salamandridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Caudata', 'f__Salamandridae']"
f__Hominidae,0,0,0,0,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,42,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,101,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Primates', 'f__Hominidae']"
f__Sciuridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,23,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Sciuridae']"
f__Bovidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__unknown', 'f__Bovidae']"
f__Emydidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__unknown', 'o__Testudines', 'f__Emydidae']"
o__Anura,0,0,0,0,0,0,3,6,0,0,5,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Anura']"
